,user_id,artist_id,rating,name
0,2500,1000012,4.0,"10,000 Maniacs"
1,2500,1000454,4.0,Aerosmith
2,2500,1000746,5.0,The Allman Brothers Band
3,2500,1000861,4.0,America
4,2500,1001606,5.0,Bachman-Turner Overdrive
5,2500,1001624,4.0,Bad Company
6,2500,1002217,4.0,The Beatles
7,2500,1002351,4.0,The Bellamy Brothers
8,2500,1002389,4.0,Pat Benatar
9,2500,1002625,5.0,Big Head Todd & The Monsters
10,2500,1002790,4.0,The Black Crowes
11,2500,1002955,4.0,Blessid Union Of Souls
12,2500,1002990,4.0,Blondie
13,2500,1003063,4.0,Blue Oyster Cult
14,2500,1003106,4.0,Blues Traveler
15,2500,1003349,4.0,Boston
16,2500,1003846,4.0,Jackson Browne
17,2500,1003956,4.0,Buffalo Springfield
18,2500,1003960,5.0,Jimmy Buffett
19,2500,1004158,4.0,The Byrds
20,2500,1004468,4.0,George Carlin
21,2500,1004568,4.0,The Cars
22,2500,1004631,4.0,Johnny Cash
23,2500,1004947,4.0,Cheap Trick
24,2500,1005017,4.0,Chicago
25,2500,1005481,4.0,Cocteau Twins
26,2500,1005891,4.0,Bill Cosby
27,2500,1005938,4.0,Counting Crows
28,2500,1006016,5.0,The Cranberries
29,2500,1006055,4.0,Robert Cray
30,2500,1006067,4.0,Cream
31,2500,1006078,5.0,Creedence Clearwater Revival
32,2500,1006130,4.0,Jim Croce
33,2500,1006149,4.0,"Crosby, Stills & Nash"
34,2500,1006545,4.0,Damn Yankees
35,2500,1006587,5.0,Charlie Daniels Band
36,2500,1007104,4.0,Derek & The Dominos
37,2500,1007340,5.0,Dire Straits
38,2500,1007420,4.0,Dixie Chicks
39,2500,1007607,4.0,The Doobie Brothers
40,2500,1007610,4.0,The Doors
41,2500,1007986,5.0,Bob Dylan
42,2500,1008023,5.0,Eagles
43,2500,1008037,4.0,Steve Earle
44,2500,1008099,4.0,Echo & The Bunnymen
45,2500,1008279,4.0,Electric Light Orchestra
46,2500,1009080,5.0,Fine Young Cannibals
47,2500,1009181,4.0,The Fixx
48,2500,1009214,4.0,Fleetwood Mac
49,2500,1009352,4.0,Foo Fighters
50,2500,1009400,4.0,Foreigner
51,2500,1009473,4.0,The Four Tops
52,2500,1010299,4.0,Gin Blossoms
53,2500,1011139,4.0,Buddy Guy
54,2500,1011196,4.0,Sammy Hagar
55,2500,1011512,4.0,George Harrison
56,2500,1011848,4.0,Don Henley
57,2500,1012271,4.0,John Lee Hooker
58,2500,1012285,4.0,Hootie & The Blowfish
59,2500,1012859,4.0,INXS
60,2500,1013384,4.0,Jimmy Eat World
61,2500,1013649,4.0,Janis Joplin
62,2500,1014374,4.0,B.B. King
63,2500,1014426,4.0,The Kinks
64,2500,1014696,4.0,Lenny Kravitz
65,2500,1015033,4.0,Jonny Lang
66,2500,1015272,5.0,Led Zeppelin
67,2500,1015385,4.0,John Lennon
68,2500,1015560,4.0,Lifehouse
69,2500,1016208,4.0,Love & Rockets
70,2500,1016419,5.0,Lynyrd Skynyrd
71,2500,1016599,4.0,Madness
72,2500,1016663,4.0,Taj Mahal
73,2500,1016776,4.0,The Mamas & The Papas
74,2500,1017074,5.0,The Marshall Tucker Band
75,2500,1017127,4.0,Steve Martin
76,2500,1017274,5.0,Dave Matthews Band
77,2500,1017317,4.0,John Mayall
78,2500,1017717,4.0,John Cougar Mellencamp
79,2500,1017764,4.0,Men At Work
80,2500,1018057,4.0,Glenn Miller
81,2500,1018074,4.0,Roger Miller
82,2500,1018350,4.0,The Monkees
83,2500,1018437,5.0,Monty Python's Flying Circus
84,2500,1018442,4.0,The Moody Blues
85,2500,1018620,4.0,Van Morrison
86,2500,1018691,4.0,Motorhead
87,2500,1018861,4.0,Eddie Murphy
88,2500,1019532,4.0,Nitty Gritty Dirt Band
89,2500,1020983,4.0,Tom Petty
90,2500,1021142,4.0,Pink Floyd
91,2500,1021300,4.0,The Police
92,2500,1021527,4.0,The Pretenders
93,2500,1021815,4.0,Queen
94,2500,1021869,5.0,R.E.M.
95,2500,1022096,4.0,Ratt
96,2500,1022226,5.0,Red Hot Chili Peppers
97,2500,1022257,4.0,Otis Redding
98,2500,1022778,4.0,Smokey Robinson
99,2500,1022808,4.0,Chris Rock
100,2500,1022925,4.0,The Rolling Stones
101,2500,1023065,4.0,David Lee Roth
102,2500,1023111,4.0,Roxy Music
103,2500,1023244,4.0,Otis Rush
104,2500,1023509,4.0,Adam Sandler
105,2500,1023542,4.0,Santana
106,2500,1023614,4.0,Joe Satriani
107,2500,1023790,4.0,Scorpions
108,2500,1023954,5.0,Bob Seger
109,2500,1024030,4.0,Brian Setzer
110,2500,1024272,4.0,Kenny Wayne Shepherd
111,2500,1024844,4.0,Smashing Pumpkins
112,2500,1025497,4.0,Squeeze
113,2500,1025681,4.0,Steely Dan
114,2500,1025713,4.0,Steppenwolf
115,2500,1025801,4.0,Sting
116,2500,1025924,4.0,The Stray Cats
117,2500,1026007,4.0,Styx
118,2500,1026455,4.0,Talk Talk
119,2500,1026457,4.0,Talking Heads
120,2500,1026581,4.0,James Taylor
121,2500,1026690,4.0,The Temptations
122,2500,1026856,4.0,They Might Be Giants
123,2500,1026872,4.0,Thin Lizzy
124,2500,1027015,4.0,Three Dog Night
125,2500,1027798,4.0,U2
126,2500,1028073,4.0,Van Halen
127,2500,1028153,5.0,Stevie Ray Vaughan
128,2500,1028174,4.0,Suzanne Vega
129,2500,1028612,4.0,Joe Walsh
130,2500,1028852,4.0,Weezer
131,2500,1029091,5.0,The Who
132,2500,1029711,5.0,Weird Al Yankovic
133,2500,1029833,4.0,Neil Young
134,2500,1029955,4.0,Warren Zevon
135,2500,1030037,4.0,ZZ Top
136,2500,1030047,4.0,The Animals
137,2500,1030059,4.0,Chuck Berry
138,2500,1030217,5.0,Buddy Holly
139,2500,1030666,4.0,Blink 182
140,2500,1030760,5.0,Creed
141,2500,1033116,4.0,Susan Tedeschi
142,2500,1034801,4.0,System Of A Down
143,2500,1036563,4.0,Finger Eleven
144,2500,1044605,4.0,3 Doors Down
145,2500,1046360,4.0,Relient K
146,2500,1049618,4.0,Nickel Creek
147,2500,1064645,4.0,The Strokes
148,2500,1098051,4.0,Ben Folds
149,2500,1098153,4.0,Norah Jones
150,2500,1098208,4.0,Zwan
151,2500,1098279,4.0,The Vines
152,2500,1098988,4.0,Brian McComas
153,2500,1099557,4.0,Blue County
154,2500,1099693,4.0,The Thrills
155,2500,1000656,2.0,Alice In Chains
156,2500,1000905,2.0,Tori Amos
157,2500,1001137,2.0,Fiona Apple
158,2500,1001236,2.0,Louis Armstrong
159,2500,1001700,1.0,Anita Baker
160,2500,1001862,2.0,The Bangles
161,2500,1002045,2.0,Count Basie
162,2500,1002404,2.0,Eric Benet
163,2500,1002425,1.0,Tony Bennett
164,2500,1002434,1.0,George Benson
165,2500,1002476,2.0,Berlin
166,2500,1003007,1.0,Bloodhound Gang
167,2500,1003408,2.0,David Bowie
168,2500,1003522,1.0,Brandy
169,2500,1004078,2.0,Bush
170,2500,1004254,2.0,Bobby Caldwell
171,2500,1004453,1.0,The Cardigans
172,2500,1004459,1.0,Mariah Carey
173,2500,1004712,2.0,Nick Cave & The Bad Seeds
174,2500,1004976,1.0,Cher
175,2500,1005016,1.0,Chic
176,2500,1005409,2.0,Patsy Cline
177,2500,1005580,2.0,Collective Soul
178,2500,1005637,2.0,John Coltrane
179,2500,1005909,2.0,Elvis Costello
180,2500,1006748,2.0,Miles Davis
181,2500,1006860,2.0,The Dead Kennedys
182,2500,1006865,1.0,Dead Or Alive
183,2500,1006971,2.0,Def Leppard
184,2500,1006978,2.0,Deftones
185,2500,1007098,1.0,Depeche Mode
186,2500,1007168,2.0,Devo
187,2500,1007275,2.0,Ani DiFranco
188,2500,1008048,2.0,"Earth, Wind & Fire"
189,2500,1008330,1.0,Duke Ellington
190,2500,1008404,1.0,The Emotions
191,2500,1008451,2.0,Bill Engvall
192,2500,1008667,2.0,Everything But The Girl
193,2500,1008776,2.0,Faith No More
194,2500,1009073,2.0,Filter
195,2500,1009158,1.0,Ella Fitzgerald
196,2500,1010191,2.0,Stan Getz
197,2500,1010234,1.0,Deborah Gibson
198,2500,1010797,1.0,Al Green
199,2500,1011644,2.0,Isaac Hayes
200,2500,1012152,1.0,Billie Holiday
201,2500,1012651,1.0,Enrique Iglesias
202,2500,1012779,2.0,Information Society
203,2500,1012884,2.0,Iron Maiden
204,2500,1012995,1.0,The Jackson 5
205,2500,1013025,1.0,Michael Jackson
206,2500,1013111,2.0,Boney James
207,2500,1013135,2.0,Skip James
208,2500,1013354,1.0,Jewel
209,2500,1013424,2.0,Billy Joel
210,2500,1013438,2.0,Elton John
211,2500,1013691,2.0,Journey
212,2500,1013716,2.0,"Harry Connick, Jr."
213,2500,1013915,1.0,Kansas
214,2500,1014463,1.0,Kiss
215,2500,1014635,2.0,Korn
216,2500,1014674,2.0,Kraftwerk
217,2500,1014692,2.0,Alison Krauss
218,2500,1014917,2.0,Patti LaBelle
219,2500,1015161,2.0,Cyndi Lauper
220,2500,1015673,2.0,Lit
221,2500,1016600,1.0,Madonna
222,2500,1017568,1.0,Don McLean
223,2500,1017769,1.0,Men Without Hats
224,2500,1017864,2.0,Jo Dee Messina
225,2500,1017874,2.0,Metallica
226,2500,1017959,1.0,Bette Midler
227,2500,1018124,1.0,Charles Mingus
228,2500,1018130,2.0,Ministry
229,2500,1018349,1.0,Thelonious Monk
230,2500,1018587,1.0,Alanis Morissette
231,2500,1018686,2.0,Motley Crue
232,2500,1019226,2.0,Willie Nelson
233,2500,1019318,1.0,New Kids On The Block
234,2500,1019456,2.0,Stevie Nicks
235,2500,1019512,2.0,Nine Inch Nails
236,2500,1019697,1.0,Gary Numan
237,2500,1019769,1.0,The O'Jays
238,2500,1020036,2.0,Orbital
239,2500,1020051,2.0,Orchestral Manoeuvres In The Dark
240,2500,1020524,2.0,Pantera
241,2500,1020739,2.0,Laura Pausini
242,2500,1020742,2.0,Pavement
243,2500,1020993,2.0,Liz Phair
244,2500,1021054,1.0,Phish
245,2500,1021265,2.0,Poe
246,2500,1021357,2.0,Iggy Pop
247,2500,1021466,1.0,Powerman 5000
248,2500,1021515,1.0,Elvis Presley
249,2500,1021556,1.0,Charley Pride
250,2500,1021928,2.0,Rage Against The Machine
251,2500,1021992,1.0,The Ramones
252,2500,1022010,1.0,Rancid
253,2500,1022288,2.0,Lou Reed
254,2500,1022601,2.0,LeAnn Rimes
255,2500,1023544,2.0,Carlos Santana
256,2500,1023876,2.0,Seal
257,2500,1023878,2.0,Seals & Crofts
258,2500,1024052,2.0,The Sex Pistols
259,2500,1024111,1.0,Shaggy
260,2500,1024130,2.0,Shakira
261,2500,1024544,2.0,Simple Minds
262,2500,1024549,2.0,Simply Red
263,2500,1024565,1.0,Frank Sinatra
264,2500,1024639,2.0,Sixpence None The Richer
265,2500,1024951,2.0,The Smiths
266,2500,1025475,2.0,Rick Springfield
267,2500,1026620,1.0,Tears For Fears
268,2500,1027696,2.0,Tina Turner
269,2500,1027743,2.0,Twisted Sister
270,2500,1027766,2.0,Bonnie Tyler
271,2500,1027883,1.0,Underworld
272,2500,1028152,1.0,Sarah Vaughan
273,2500,1028253,2.0,Veruca Salt
274,2500,1028358,2.0,The Violent Femmes
275,2500,1028639,1.0,War
276,2500,1028964,2.0,Wham!
277,2500,1029369,2.0,CeCe Winans
278,2500,1029489,1.0,Stevie Wonder
279,2500,1029728,2.0,Yaz
280,2500,1030151,2.0,The Drifters
281,2500,1030233,2.0,The Kingsmen
282,2500,1030656,1.0,Looking Glass
283,2500,1032011,1.0,Will Smith
284,2500,1032152,1.0,Destiny's Child
285,2500,1032224,1.0,Rammstein
286,2500,1032861,1.0,Limp Bizkit
287,2500,1033427,1.0,Big Tymers
288,2500,1034883,2.0,Lauryn Hill
289,2500,1036157,2.0,Godsmack
290,2500,1039046,2.0,The Psychedelic Furs
291,2500,1039507,1.0,Vengaboys
292,2500,1039877,2.0,Static-X
293,2500,1040742,2.0,Chevelle
294,2500,1041052,1.0,P.O.D.
295,2500,1042768,2.0,Staind
296,2500,1042771,2.0,Vitamin C
297,2500,1043712,2.0,Crazy Town
298,2500,1045021,1.0,Disturbed
299,2500,1045024,1.0,Papa Roach
300,2500,1045340,1.0,S Club
301,2500,1045696,2.0,Nickelback
302,2500,1047426,2.0,Plus One
303,2500,1048392,2.0,Mest
304,2500,1048943,2.0,The Ataris
305,2500,1052054,2.0,Good Charlotte
306,2500,1052234,1.0,New Found Glory
307,2500,1053318,2.0,CKY (Camp Kill Yourself)
308,2500,1053507,1.0,Linkin Park
309,2500,1053620,1.0,Samantha Mumba
310,2500,1054073,2.0,Alien Ant Farm
311,2500,1054175,2.0,The Hives
312,2500,1057643,1.0,Glassjaw
313,2500,1058980,1.0,Drowning Pool
314,2500,1064441,2.0,Something Corporate
315,2500,1067553,1.0,Earshot
316,2500,1077556,1.0,Killswitch Engage
317,2500,1078363,1.0,Michelle Branch
318,2500,1084504,1.0,City High
319,2500,1093012,1.0,Atmosphere
320,2500,1097463,1.0,Pillar
321,2500,1097504,2.0,Puddle Of Mudd
322,2500,1097969,2.0,Lostprophets
323,2500,1098048,2.0,Simple Plan
324,2500,1098099,2.0,Taking Back Sunday
325,2500,1098128,2.0,Sparta
326,2500,1098270,2.0,Seether
327,2500,1098287,1.0,Atreyu
328,2500,1098288,2.0,Interpol
329,2500,1098571,2.0,Yeah Yeah Yeahs
330,2500,1098595,2.0,Trapt
331,2500,1098612,1.0,Vivian Green
332,2500,1098640,1.0,From Autumn To Ashes
333,2500,1098681,2.0,Weekend Players
334,2500,1098710,2.0,The Early November
335,2500,1098797,1.0,Boomkat
336,2500,1098805,2.0,Hot Action Cop
337,2500,1098852,2.0,Hot Hot Heat
338,2500,1098895,2.0,Hilary Duff
339,2500,1098957,2.0,Amy Dalley
340,2500,1099342,2.0,Damien Rice
